treat,age,educ,black,hispan,married,nodegree,re74,re75,re78
1,-0.7457803877896881,0.2784536417355966,1,0,0,1,-0.7041197093846422,-0.663511106652054,3972.54
1,-1.0496351708705565,-0.8638884697944016,1,0,0,1,-0.7041197093846422,-0.663511106652054,0.0
1,-1.0496351708705565,-0.4831077659510688,1,0,0,1,-0.7041197093846422,-0.663511106652054,0.0
1,-0.4419256047088198,0.6592343455789293,1,0,0,0,-0.7041197093846422,-0.663511106652054,4843.176
1,-0.9483502431769336,0.2784536417355966,1,0,0,1,-0.7041197093846422,-0.663511106652054,0.0
1,-0.2393557493215742,0.6592343455789293,1,0,0,0,-0.7041197093846422,-0.663511106652054,2348.973
1,-1.0496351708705565,-0.1023270621077361,1,0,0,1,-0.7041197093846422,-0.663511106652054,0.0
1,0.9760633830018992,-0.4831077659510688,1,0,0,1,-0.7041197093846422,-0.663511106652054,1067.506
1,-0.5432105324024425,0.2784536417355966,0,0,0,1,-0.7041197093846422,-0.663511106652054,1048.432
1,-1.0496351708705565,-0.8638884697944016,1,0,0,1,-0.7041197093846422,-0.663511106652054,0.0
1,0.7734935276146535,-0.1023270621077361,1,0,0,1,-0.7041197093846422,-0.663511106652054,4666.236
1,-0.0367858939343287,0.2784536417355966,1,0,0,1,-0.7041197093846422,-0.663511106652054,549.2984
1,0.064499033759294,-0.4831077659510688,1,0,0,1,-0.7041197093846422,-0.663511106652054,10694.29
1,-0.0367858939343287,0.2784536417355966,1,0,0,1,-0.7041197093846422,-0.663511106652054,0.0
1,-0.4419256047088198,-1.2446691736377344,0,0,0,1,-0.7041197093846422,-0.663511106652054,0.0
1,1.7863428045508811,-2.0062305813244,1,0,1,1,-0.7041197093846422,-0.663511106652054,8546.715
1,0.1657839614529168,1.0400150494222622,1,0,0,0,-0.7041197093846422,-0.663511106652054,7479.656
1,-0.0367858939343287,-0.4831077659510688,1,0,0,1,-0.7041197093846422,-0.663511106652054,0.0
1,-0.9483502431769336,-1.625449877481067,1,0,0,1,-0.7041197093846422,-0.663511106652054,0.0
1,-0.2393557493215742,0.6592343455789293,1,0,0,0,-0.7041197093846422,-0.663511106652054,11965.81
1,0.064499033759294,1.801576457108928,1,0,0,0,-0.7041197093846422,-0.663511106652054,9598.541
1,-0.5432105324024425,0.6592343455789293,1,0,0,0,-0.7041197093846422,-0.663511106652054,18678.08
1,-0.6444954600960654,-0.4831077659510688,1,0,0,1,-0.7041197093846422,-0.663511106652054,0.0
1,1.2799181660827674,0.2784536417355966,1,0,0,1,-0.7041197093846422,-0.663511106652054,23005.6
1,-0.5432105324024425,0.2784536417355966,1,0,0,1,-0.7041197093846422,-0.663511106652054,6456.697
1,-0.2393557493215742,0.6592343455789293,1,0,0,0,-0.7041197093846422,-0.663511106652054,0.0
1,-0.9483502431769336,0.6592343455789293,1,0,0,0,-0.7041197093846422,-0.663511106652054,2321.107
1,1.077348310695522,0.6592343455789293,0,0,0,0,-0.7041197093846422,-0.663511106652054,4941.849
1,-0.0367858939343287,1.0400150494222622,1,0,0,0,-0.7041197093846422,-0.663511106652054,0.0
1,1.077348310695522,0.2784536417355966,1,0,0,1,-0.7041197093846422,-0.663511106652054,0.0
1,-0.4419256047088198,-0.8638884697944016,0,1,0,1,-0.7041197093846422,-0.663511106652054,3881.284
1,-0.1380708216279514,0.2784536417355966,1,0,0,1,-0.7041197093846422,-0.663511106652054,17230.96
1,-0.6444954600960654,0.6592343455789293,0,0,0,0,-0.7041197093846422,-0.663511106652054,8048.603
1,-1.0496351708705565,-0.1023270621077361,1,0,0,1,-0.7041197093846422,-0.663511106652054,0.0
1,-0.2393557493215742,0.2784536417355966,1,0,0,1,-0.7041197093846422,-0.663511106652054,0.0
1,-0.6444954600960654,0.6592343455789293,1,0,0,0,-0.7041197093846422,-0.663511106652054,9983.784
1,-0.2393557493215742,0.6592343455789293,0,0,0,0,-0.7041197093846422,-0.663511106652054,5587.503
1,-0.9483502431769336,-0.4831077659510688,1,0,0,1,-0.7041197093846422,-0.663511106652054,4482.845
1,-0.2393557493215742,-0.1023270621077361,1,0,0,1,-0.7041197093846422,-0.663511106652054,0.0
1,0.3683538168401624,-0.4831077659510688,0,1,0,1,-0.7041197093846422,-0.663511106652054,26817.6
1,-0.340640677015197,-0.1023270621077361,1,0,0,1,-0.7041197093846422,-0.663511106652054,0.0
1,-0.1380708216279514,-0.1023270621077361,1,0,0,1,-0.7041197093846422,-0.663511106652054,9265.788
1,-0.2393557493215742,0.2784536417355966,1,0,0,1,-0.7041197093846422,-0.663511106652054,485.2298
1,-0.9483502431769336,0.2784536417355966,1,0,0,1,-0.7041197093846422,-0.663511106652054,4814.627
1,-0.8470653154833109,0.2784536417355966,1,0,0,1,-0.7041197093846422,-0.663511106652054,7458.105
1,-0.0367858939343287,1.0400150494222622,1,0,0,0,-0.7041197093846422,-0.663511106652054,34099.28
1,-1.0496351708705565,-0.4831077659510688,1,0,0,1,-0.7041197093846422,-0.663511106652054,1953.268
1,0.2670688891465396,0.2784536417355966,1,0,0,1,-0.7041197093846422,-0.663511106652054,0.0
1,-1.0496351708705565,-0.4831077659510688,0,1,0,1,-0.6353429568274588,-0.6409348595884594,6210.67
1,-0.7457803877896881,0.6592343455789293,1,0,0,0,-0.5512824437142625,-0.6133416586104548,0.0
1,-0.9483502431769336,0.2784536417355966,1,0,0,1,-0.5715234190152946,-0.5983535057544053,929.8839
1,-0.0367858939343287,0.6592343455789293,1,0,1,0,-0.1369870895763782,-0.5620686859919841,0.0
1,-0.6444954600960654,0.6592343455789293,0,0,0,0,-0.1369870895763782,-0.5620686556244844,12558.02
1,-0.0367858939343287,0.6592343455789293,1,0,0,0,-0.3729723879795127,-0.5548106713240053,22163.25
1,-0.7457803877896881,0.6592343455789293,1,0,0,0,-0.7041197093846422,-0.548852962631894,1652.637
1,-0.8470653154833109,-0.1023270621077361,1,0,0,1,-0.7041197093846422,-0.5465129949313295,8124.715
1,0.1657839614529168,1.4207957532655948,1,0,0,0,-0.7041197093846422,-0.4571112879598432,17814.98
1,-0.9483502431769336,-0.1023270621077361,1,0,0,1,-0.7041197093846422,-0.4209027513570331,9737.154
1,-0.8470653154833109,-0.4831077659510688,1,0,0,1,-0.7041197093846422,-0.4209027513570331,17685.18
1,-0.0367858939343287,1.0400150494222622,0,0,1,0,0.74528852481261,-0.404256927786939,0.0
1,-0.9483502431769336,0.2784536417355966,0,0,0,1,-0.1358501583651649,-0.3842643627939155,4321.705
1,-0.7457803877896881,0.2784536417355966,1,0,0,1,-0.142143217072374,-0.2927737362430843,1085.44
1,-1.0496351708705565,-0.4831077659510688,1,0,0,1,-0.4389270668478107,-0.2828730202685852,5445.2
1,0.064499033759294,0.2784536417355966,1,0,0,1,-0.7041197093846422,-0.2735684183160454,60307.93
1,-0.4419256047088198,-0.8638884697944016,0,0,1,1,-0.7041197093846422,-0.1432702830556607,4232.309
1,-0.9483502431769336,-0.1023270621077361,1,0,0,1,-0.3729726969701938,-0.1216717024658292,11141.39
1,-0.8470653154833109,0.2784536417355966,1,0,0,1,-0.3480039325048808,0.130682828596979,4146.603
1,-0.8470653154833109,-0.8638884697944016,1,0,0,1,-0.7041197093846422,0.1433706737072618,9970.681
1,-0.7457803877896881,-0.1023270621077361,1,0,0,1,0.0692424062340556,0.1799021686709246,5615.189
1,-0.8470653154833109,-0.8638884697944016,1,0,0,1,-0.2968154548017049,0.2284625339982315,7535.942
1,-0.4419256047088198,0.6592343455789293,1,0,0,0,0.2644642635246179,0.2596487416391592,8484.239
1,-0.9483502431769336,-0.4831077659510688,1,0,0,1,-0.7041197093846422,0.3347824913809223,5010.342
1,-0.6444954600960654,0.6592343455789293,1,0,0,0,0.2960341504062253,0.3484581912611664,9371.037
1,-0.6444954600960654,-0.8638884697944016,1,0,0,1,-0.5512824437142625,0.4588404090981367,4279.613
1,-0.5432105324024425,-0.4831077659510688,1,0,0,1,-0.3653304304538359,0.501685610954595,3462.564
1,-0.1380708216279514,0.6592343455789293,1,0,1,0,0.5949948395302144,1.0962341882969648,1424.944
1,0.7734935276146535,-0.4831077659510688,1,0,1,1,1.3973923459685609,3.53650847392479,12803.97
0,1.2799181660827674,0.2784536417355966,1,0,1,1,-0.7041197093846422,-0.663511106652054,0.0
0,-0.7457803877896881,-0.4831077659510688,0,1,0,1,-0.4722534112562948,-0.663511106652054,12618.31
0,0.6722085999210308,0.6592343455789293,1,0,0,0,-0.7041197093846422,-0.663511106652054,0.0
0,-0.0367858939343287,-0.1023270621077361,1,0,0,1,-0.7041197093846422,-0.663511106652054,7543.794
0,0.9760633830018992,-0.8638884697944016,1,0,0,1,-0.7041197093846422,-0.663511106652054,648.722
0,-0.7457803877896881,-0.4831077659510688,1,0,0,1,-0.7041197093846422,-0.663511106652054,6083.8
0,-0.340640677015197,0.6592343455789293,1,0,0,0,-0.6166401062380177,-0.663511106652054,2284.565
0,-0.5432105324024425,2.1823571609522605,1,0,0,0,-0.307888599345976,-0.663511106652054,116.7404
0,1.077348310695522,0.6592343455789293,0,0,1,0,-0.7041197093846422,-0.663511106652054,18756.78
0,-0.8470653154833109,-0.4831077659510688,1,0,0,1,-0.6447909803338672,-0.663511106652054,0.0
0,-0.6444954600960654,1.0400150494222622,1,0,0,0,-0.7041197093846422,-0.663511106652054,17941.08
0,-1.0496351708705565,-0.8638884697944016,1,0,0,1,-0.7041197093846422,-0.663511106652054,12760.17
0,-1.1509200985641792,-1.2446691736377344,1,0,0,1,-0.6835362797117152,-0.6009883418784656,6145.865
0,-0.9483502431769336,-0.1023270621077361,1,0,0,1,-0.7041197093846422,-0.663511106652054,5306.516
0,-0.0367858939343287,1.4207957532655948,1,0,0,0,-0.7041197093846422,-0.663511106652054,10122.43
0,-0.0367858939343287,-0.1023270621077361,1,0,0,1,-0.7041197093846422,-0.663511106652054,7543.794
0,-0.340640677015197,0.6592343455789293,1,0,0,0,-0.6166401062380177,-0.663511106652054,2284.565
0,-0.8470653154833109,0.2784536417355966,1,0,0,1,-0.7041197093846422,-0.663511106652054,16485.52
0,-0.0367858939343287,-0.1023270621077361,1,0,0,1,-0.7041197093846422,-0.663511106652054,7543.794
0,-0.9483502431769336,-0.1023270621077361,1,0,0,1,-0.7041197093846422,-0.663511106652054,5306.516
0,-0.0367858939343287,-0.1023270621077361,1,0,0,1,-0.7041197093846422,-0.663511106652054,7543.794
0,-0.1380708216279514,-0.4831077659510688,0,1,0,1,-0.4625670168889295,-0.663511106652054,2862.356
0,-1.0496351708705565,-0.1023270621077361,1,0,0,1,-0.7041197093846422,-0.663511106652054,0.0
0,-0.0367858939343287,-0.1023270621077361,1,0,0,1,-0.7041197093846422,-0.663511106652054,7543.794
0,-1.0496351708705565,-0.1023270621077361,1,0,0,1,-0.7041197093846422,-0.663511106652054,0.0
0,2.394052370712618,-2.3870112851677328,1,0,0,1,-0.7041197093846422,-0.663511106652054,0.0
0,-0.7457803877896881,0.6592343455789293,1,0,0,0,-0.7041197093846422,-0.663511106652054,0.0
0,-0.340640677015197,0.6592343455789293,1,0,0,0,-0.6166401062380177,-0.663511106652054,2284.565
0,-0.340640677015197,0.6592343455789293,1,0,1,0,-0.3402771570372342,-0.663511106652054,2448.593
0,-0.0367858939343287,-0.1023270621077361,1,0,0,1,-0.7041197093846422,-0.663511106652054,7543.794
0,-0.7457803877896881,0.6592343455789293,1,0,0,0,-0.7041197093846422,-0.663511106652054,0.0
0,-0.8470653154833109,-0.4831077659510688,0,0,0,1,-0.584554158570323,-0.4580015112178024,5647.871
0,-1.0496351708705565,-0.8638884697944016,1,0,0,1,-0.7041197093846422,-0.663511106652054,12760.17
0,-1.1509200985641792,-0.4831077659510688,0,1,1,1,-0.7041197093846422,-0.663511106652054,6821.186
0,-0.8470653154833109,0.2784536417355966,1,0,0,1,-0.7041197093846422,-0.663511106652054,16485.52
0,-1.0496351708705565,-0.8638884697944016,1,0,0,1,-0.7041197093846422,-0.663511106652054,12760.17
0,-1.0496351708705565,-0.4831077659510688,1,0,0,1,-0.7041197093846422,-0.573260870999896,54.67588
0,-0.340640677015197,0.6592343455789293,1,0,0,0,-0.6166401062380177,-0.663511106652054,2284.565
0,-0.9483502431769336,0.2784536417355966,1,0,0,1,-0.7041197093846422,-0.663511106652054,0.0
0,-0.340640677015197,0.6592343455789293,1,0,0,0,-0.6166401062380177,-0.663511106652054,2284.565
0,-1.0496351708705565,-0.1023270621077361,1,0,0,1,-0.7041197093846422,-0.663511106652054,0.0
0,0.9760633830018992,-0.8638884697944016,1,0,0,1,-0.7041197093846422,-0.663511106652054,648.722
0,-0.8470653154833109,0.2784536417355966,0,0,0,1,-0.6205751798098629,-0.663511106652054,3406.16
0,-1.0496351708705565,-0.8638884697944016,1,0,0,1,-0.7041197093846422,-0.663511106652054,12760.17
0,1.178633238389145,-0.1023270621077361,1,0,0,1,-0.5736570460170909,-0.3933040386778066,701.9201
0,-0.0367858939343287,-0.1023270621077361,1,0,0,1,-0.7041197093846422,-0.663511106652054,7543.794
0,-0.0367858939343287,-0.1023270621077361,1,0,0,1,-0.7041197093846422,-0.663511106652054,7543.794
0,-0.0367858939343287,-0.1023270621077361,1,0,0,1,-0.7041197093846422,-0.663511106652054,7543.794
0,-0.9483502431769336,-1.2446691736377344,0,0,0,1,-0.6281426087832513,-0.4938841438122749,642.8111
0,2.2927674430189957,-2.0062305813244,1,0,1,1,-0.6405532194907884,-0.663511106652054,9166.338
0,-0.0367858939343287,1.4207957532655948,1,0,0,0,-0.7041197093846422,-0.663511106652054,10122.43
0,-0.0367858939343287,-0.1023270621077361,1,0,0,1,-0.7041197093846422,-0.663511106652054,7543.794
0,-1.1509200985641792,-1.625449877481067,1,0,0,1,-0.7041197093846422,-0.6499192028508826,0.0
0,-0.340640677015197,0.6592343455789293,1,0,0,0,-0.6166401062380177,-0.663511106652054,2284.565
0,-0.0367858939343287,1.4207957532655948,1,0,0,0,-0.7041197093846422,-0.663511106652054,10122.43
0,-0.7457803877896881,0.6592343455789293,1,0,0,0,-0.7041197093846422,-0.663511106652054,0.0
0,-0.7457803877896881,-0.4831077659510688,1,0,0,1,-0.7041197093846422,-0.663511106652054,6083.8
0,1.178633238389145,-0.1023270621077361,1,0,0,1,-0.5736570460170909,-0.3933040386778066,701.9201
0,-0.8470653154833109,0.2784536417355966,1,0,0,1,-0.7041197093846422,-0.663511106652054,16485.52
0,-0.340640677015197,0.6592343455789293,1,0,0,0,-0.6166401062380177,-0.663511106652054,2284.565
0,-0.7457803877896881,0.6592343455789293,1,0,0,0,-0.7041197093846422,-0.663511106652054,0.0
0,0.9760633830018992,0.6592343455789293,0,0,0,0,-0.6965522695965798,-0.663511106652054,877.7696
0,-0.0367858939343287,1.4207957532655948,1,0,0,0,-0.7041197093846422,-0.663511106652054,10122.43
0,1.178633238389145,-0.1023270621077361,1,0,0,1,-0.5736570460170909,-0.3933040386778066,701.9201
0,-0.8470653154833109,-0.8638884697944016,0,1,0,1,-0.6472125557514075,-0.5721735019329423,18510.0
0,-0.0367858939343287,-0.1023270621077361,1,0,0,1,-0.7041197093846422,-0.663511106652054,7543.794
0,-0.8470653154833109,0.6592343455789293,0,0,0,0,-0.7041197093846422,-0.663511106652054,0.0
0,-1.0496351708705565,-0.1023270621077361,1,0,0,1,-0.7041197093846422,-0.663511106652054,0.0
0,-0.0367858939343287,-0.1023270621077361,1,0,0,1,-0.7041197093846422,-0.663511106652054,7543.794
0,-0.7457803877896881,0.6592343455789293,1,0,0,0,-0.7041197093846422,-0.663511106652054,0.0
0,-0.4419256047088198,0.6592343455789293,0,0,0,0,-0.7041197093846422,-0.663511106652054,3902.676
0,-0.8470653154833109,-0.4831077659510688,1,0,0,1,-0.6447909803338672,-0.663511106652054,0.0
0,-0.0367858939343287,-0.1023270621077361,1,0,0,1,-0.7041197093846422,-0.663511106652054,7543.794
0,-0.1380708216279514,-0.4831077659510688,0,1,0,1,-0.4625670168889295,-0.663511106652054,2862.356
0,-0.0367858939343287,-0.1023270621077361,1,0,0,1,-0.7041197093846422,-0.663511106652054,7543.794
0,-0.0367858939343287,-0.1023270621077361,1,0,0,1,-0.7041197093846422,-0.663511106652054,7543.794
0,-0.0367858939343287,-0.1023270621077361,1,0,0,1,-0.7041197093846422,-0.663511106652054,7543.794
0,-0.9483502431769336,0.2784536417355966,1,0,0,1,-0.7041197093846422,-0.663511106652054,0.0
0,-0.8470653154833109,0.2784536417355966,1,0,0,1,-0.7041197093846422,-0.663511106652054,16485.52
0,-0.0367858939343287,1.4207957532655948,1,0,0,0,-0.7041197093846422,-0.663511106652054,10122.43
0,-1.0496351708705565,-0.4831077659510688,1,0,0,1,-0.7041197093846422,-0.573260870999896,54.67588
0,-0.0367858939343287,-0.1023270621077361,1,0,0,1,-0.7041197093846422,-0.663511106652054,7543.794
0,-1.1509200985641792,-0.4831077659510688,0,1,0,1,-0.7041197093846422,-0.663511106652054,0.0
0,-0.8470653154833109,0.6592343455789293,1,0,0,0,-0.4483403134530582,-0.663511106652054,0.0
0,-0.9483502431769336,0.2784536417355966,1,0,0,1,-0.7041197093846422,-0.663511106652054,0.0
0,-0.340640677015197,0.6592343455789293,1,0,1,0,-0.0502929561907172,-0.5661930783509468,1273.8
0,-0.4419256047088198,0.6592343455789293,0,0,0,0,-0.102659615361037,-0.663511106652054,16324.45
0,-0.340640677015197,0.6592343455789293,1,0,0,0,-0.6166401062380177,-0.663511106652054,2284.565
0,-0.7457803877896881,0.6592343455789293,1,0,0,0,-0.7041197093846422,-0.663511106652054,0.0
0,-0.9483502431769336,-0.1023270621077361,1,0,0,1,-0.7041197093846422,-0.663511106652054,5306.516
0,-0.0367858939343287,1.4207957532655948,1,0,0,0,-0.7041197093846422,-0.663511106652054,10122.43
0,-0.9483502431769336,-0.1023270621077361,1,0,0,1,-0.7041197093846422,-0.663511106652054,5306.516
0,-1.0496351708705565,-0.4831077659510688,1,0,0,1,-0.7041197093846422,-0.365576537431737,8900.347
0,-0.340640677015197,0.6592343455789293,0,0,1,0,0.6943432227754824,-0.5640183705845394,8547.171
0,-0.9483502431769336,0.2784536417355966,0,0,0,1,-0.5073663397830652,-0.1981243127258652,12489.75
0,-0.9483502431769336,0.2784536417355966,1,0,0,1,-0.3844710126916981,-0.1703966596422964,20243.38
0,-0.9483502431769336,-0.4831077659510688,1,0,0,1,-0.521290386846771,-0.1100488455751142,803.8833
0,-0.0367858939343287,-0.1023270621077361,1,0,0,1,-0.7041197093846422,-0.663511106652054,7543.794
0,-0.340640677015197,-0.8638884697944016,0,0,1,1,-0.6711256690041781,-0.4324487177381403,2340.719
0,-0.9483502431769336,-0.1023270621077361,1,0,0,1,-0.6559907956078671,0.0302198509094134,8154.095
0,-0.9483502431769336,0.2784536417355966,1,0,0,1,-0.3844710126916981,-0.1703966596422964,20243.38
0,-0.8470653154833109,-0.4831077659510688,1,0,0,1,-0.5373333375063173,0.2090892837970491,14344.29
0,-0.8470653154833109,0.2784536417355966,1,0,0,1,0.1622008621935808,0.2640004043669625,94.5745
0,-0.8470653154833109,-0.4831077659510688,1,0,0,1,-0.5373333375063173,0.2090892837970491,14344.29
0,-0.7457803877896881,0.6592343455789293,1,0,0,0,0.0838020471288432,0.503217954996779,12718.79
0,-0.8470653154833109,-0.4831077659510688,1,0,0,1,-0.5373333375063173,0.2090892837970491,14344.29
0,-0.7457803877896881,0.6592343455789293,1,0,0,0,0.0838020471288432,0.503217954996779,12718.79
0,-0.8470653154833109,-0.4831077659510688,1,0,0,1,-0.5373333375063173,0.2090892837970491,14344.29
0,-0.8470653154833109,-0.4831077659510688,1,0,0,1,-0.5373333375063173,0.2090892837970491,14344.29
0,-0.340640677015197,0.6592343455789293,1,0,1,0,0.6204850257699321,0.6402245746479457,0.0
0,0.9760633830018992,-0.4831077659510688,1,0,1,1,1.4102231840024329,3.2101823573392907,17833.2
